Defect_ID,Project,Phase,Module,Severity,Priority,Status,Root_Cause,Operating_System,Created_Date,Closed_Date,Is_Closed,Resolution_Time,Defect_Age,Data_Quality_Flag
SCGCQ01223,A,Integration 2,FW,Severity 1,High,Re-open,Change Request,Pre-Boot,14-07-2023,11-08-2023,1,28,780,0
SCGCQ01792,A,BST,Driver,Severity 2,High,Deferred,Product Request,SLES,14-05-2023,27-06-2023,1,44,841,0
SCGCQ01284,E,BST,Server Specific,Severity 3,Low,Re-open,FW Integration,Ubuntu,22-08-2023,04-09-2023,1,13,741,0
SCGCQ00787,C,System Test,Server Specific,Severity 4,Low,Deferred,Change Request,Windows,19-01-2023,,0,,956,0
SCGCQ04150,D,System Test,Application,Severity 3,Low,Deferred,Product Request,Pre-Boot,03-04-2023,04-05-2023,1,31,882,0
SCGCQ01713,E,Integration 1,Server Specific,Severity 2,Low,Re-open,OS-specific,Windows,18-08-2023,26-08-2023,1,8,745,0
SCGCQ02247,A,Final Release,Application,Severity 3,Medium,Closed,Product Request,Ubuntu,18-07-2023,02-08-2023,1,15,776,0
SCGCQ04521,C,Final Release,BIOS,Severity 4,Low,Re-open,Product Request,Pre-Boot,10-11-2023,04-12-2023,1,24,661,0
SCGCQ01706,E,Integration 1,BIOS,Severity 1,Low,Re-open,Driver,Pre-Boot,28-04-2023,20-06-2023,1,53,857,0
SCGCQ04902,B,Integration 2,Driver,Severity 4,Medium,In Progress,Product Request,Linux,14-11-2023,01-01-2024,1,48,657,0
SCGCQ01534,B,Final Release,Server Specific,Severity 1,High,Deferred,Code Integration,RHEL,11-12-2023,12-12-2023,1,1,630,0
SCGCQ01705,D,Final Release,BIOS,Severity 2,Medium,Open,Change Request,SLES,07-05-2023,22-05-2023,1,15,848,0
SCGCQ03376,E,BST,Driver,Severity 4,Low,Deferred,FW Integration,RHEL,11-08-2023,01-10-2023,1,51,752,0
SCGCQ03511,D,Integration 2,Server Specific,Severity 4,Low,Re-open,Product Request,Ubuntu,15-05-2023,02-07-2023,1,48,840,0
SCGCQ01597,E,Final Release,FW,Severity 2,High,Deferred,Change Request,Linux,18-09-2023,20-09-2023,1,2,714,0
SCGCQ03299,B,Integration 2,FW,Severity 2,High,In Progress,OS-specific,Pre-Boot,17-09-2023,,0,,715,0
SCGCQ01249,B,Integration 2,FW,Severity 1,Low,In Progress,Change Request,Pre-Boot,08-03-2023,17-04-2023,1,40,908,0
SCGCQ01863,D,Integration 1,Driver,Severity 1,High,Re-open,Product Request,Windows,16-07-2023,06-09-2023,1,52,778,0
SCGCQ04757,E,Integration 1,BIOS,Severity 4,High,Re-open,FW Integration,SLES,20-03-2023,09-04-2023,1,20,896,0
SCGCQ00923,E,System Test,Driver,Severity 4,High,In Progress,OS-specific,Windows,31-08-2023,25-10-2023,1,55,732,0
SCGCQ03188,D,Integration 1,Driver,Severity 3,High,Re-open,Product Request,Pre-Boot,25-04-2023,10-05-2023,1,15,860,0
SCGCQ03717,D,BST,Driver,Severity 2,High,Deferred,OS-specific,Windows,15-05-2023,20-05-2023,1,5,840,0
SCGCQ03669,C,BST,FW,Severity 1,Low,Deferred,Change Request,Linux,10-05-2023,,0,,845,0
SCGCQ00607,E,Integration 1,Server Specific,Severity 3,Low,Open,Code Integration,RHEL,01-12-2023,02-01-2024,1,32,640,0
SCGCQ03187,A,Integration 2,FW,Severity 1,Low,In Progress,FW Integration,Pre-Boot,09-01-2023,02-02-2023,1,24,966,0
SCGCQ04999,E,Integration 1,BIOS,Severity 3,Medium,In Progress,Code Integration,SLES,10-04-2023,14-05-2023,1,34,875,0
SCGCQ03305,A,System Test,Server Specific,Severity 2,Medium,Deferred,Change Request,Ubuntu,01-10-2023,07-11-2023,1,37,701,0
SCGCQ00706,A,Integration 2,BIOS,Severity 1,Medium,Deferred,Change Request,Pre-Boot,13-03-2023,26-03-2023,1,13,903,0
SCGCQ04076,C,BST,Application,Severity 1,Medium,In Progress,Product Request,Linux,30-09-2023,21-11-2023,1,52,702,0
SCGCQ04609,C,BST,Application,Severity 4,Medium,Deferred,Product Request,Windows,27-08-2023,,0,,736,0
SCGCQ04302,C,BST,BIOS,Severity 2,Medium,Re-open,Driver,Pre-Boot,10-07-2023,14-08-2023,1,35,784,0
SCGCQ00040,B,System Test,Application,Severity 1,Medium,Closed,Product Request,SLES,19-12-2023,06-01-2024,1,18,622,0
SCGCQ01171,E,BST,FW,Severity 3,Low,Open,FW Integration,Windows,29-07-2023,18-09-2023,1,51,765,0
SCGCQ01520,E,Final Release,Application,Severity 4,Low,Deferred,FW Integration,Pre-Boot,21-05-2023,29-06-2023,1,39,834,0
SCGCQ00115,B,System Test,FW,Severity 1,High,Re-open,Product Request,Linux,10-03-2023,07-05-2023,1,58,906,0
SCGCQ01299,E,BST,BIOS,Severity 1,Medium,Open,OS-specific,Ubuntu,06-12-2023,22-12-2023,1,16,635,0
SCGCQ03029,A,Integration 2,Application,Severity 4,Medium,Closed,Code Integration,Pre-Boot,06-06-2023,12-06-2023,1,6,818,0
SCGCQ03494,B,System Test,Driver,Severity 2,High,Deferred,Code Integration,SLES,08-03-2023,04-05-2023,1,57,908,0
SCGCQ01333,B,BST,FW,Severity 4,High,In Progress,Driver,Linux,05-08-2023,08-08-2023,1,3,758,0
SCGCQ03257,C,BST,Driver,Severity 3,Medium,Re-open,FW Integration,Pre-Boot,29-07-2023,21-09-2023,1,54,765,0
SCGCQ04707,D,Integration 1,BIOS,Severity 2,High,Closed,Driver,Windows,27-06-2023,25-07-2023,1,28,797,0
SCGCQ02575,C,System Test,FW,Severity 2,High,In Progress,Code Integration,Ubuntu,11-08-2023,08-09-2023,1,28,752,0
SCGCQ04926,D,Integration 2,FW,Severity 2,Medium,Deferred,Product Request,SLES,10-09-2023,,0,,722,0
SCGCQ03254,E,Final Release,Driver,Severity 2,Low,Closed,Code Integration,Ubuntu,13-06-2023,12-08-2023,1,60,811,0
SCGCQ00879,A,Final Release,Driver,Severity 4,High,Deferred,Change Request,Ubuntu,11-02-2023,06-04-2023,1,54,933,0
SCGCQ04711,C,Final Release,Application,Severity 1,Low,Deferred,Product Request,RHEL,06-11-2023,01-01-2024,1,56,665,0
SCGCQ03458,B,Integration 1,Driver,Severity 3,Low,In Progress,Driver,Windows,08-01-2023,28-02-2023,1,51,967,0
SCGCQ02906,B,Integration 1,Server Specific,Severity 1,Low,Deferred,Product Request,Pre-Boot,05-05-2023,,0,,850,0
SCGCQ04728,A,Integration 2,Driver,Severity 1,Medium,Deferred,Change Request,SLES,15-08-2023,23-08-2023,1,8,748,0
SCGCQ04656,D,BST,Driver,Severity 2,Medium,Deferred,FW Integration,Pre-Boot,31-03-2023,,0,,885,0
SCGCQ01814,C,Final Release,Server Specific,Severity 2,High,Closed,OS-specific,Windows,04-11-2023,11-12-2023,1,37,667,0
SCGCQ02999,C,Final Release,Application,Severity 1,Medium,Deferred,Change Request,Windows,19-05-2023,,0,,836,0
SCGCQ00807,E,Integration 1,FW,Severity 2,Low,In Progress,Code Integration,RHEL,16-12-2023,27-01-2024,1,42,625,0
SCGCQ02817,A,BST,Driver,Severity 2,High,Closed,OS-specific,Linux,11-07-2023,30-07-2023,1,19,783,0
SCGCQ04020,A,Integration 2,Application,Severity 1,Low,Open,FW Integration,Windows,04-03-2023,22-04-2023,1,49,912,0
SCGCQ02734,E,Final Release,Driver,Severity 2,High,In Progress,FW Integration,SLES,11-11-2023,15-11-2023,1,4,660,0
SCGCQ00456,C,Integration 2,BIOS,Severity 3,Low,Open,OS-specific,RHEL,02-08-2023,14-09-2023,1,43,761,0
SCGCQ01058,A,Final Release,BIOS,Severity 2,High,Re-open,FW Integration,Linux,30-05-2023,16-06-2023,1,17,825,0
SCGCQ02602,C,Integration 1,Application,Severity 2,Medium,Re-open,Change Request,Linux,21-07-2023,15-08-2023,1,25,773,0
SCGCQ00602,C,Integration 1,Application,Severity 3,Medium,Open,Change Request,SLES,11-06-2023,23-06-2023,1,12,813,0
SCGCQ03929,D,BST,FW,Severity 4,Low,In Progress,FW Integration,Ubuntu,03-12-2023,18-12-2023,1,15,638,0
SCGCQ02563,E,BST,Driver,Severity 2,Low,Closed,Code Integration,SLES,16-07-2023,29-07-2023,1,13,778,0
SCGCQ03904,A,BST,Application,Severity 3,Medium,Re-open,OS-specific,Windows,26-05-2023,23-06-2023,1,28,829,0
SCGCQ00186,E,Integration 2,Driver,Severity 2,Medium,Re-open,Code Integration,Windows,20-09-2023,04-11-2023,1,45,712,0
SCGCQ01676,A,Integration 2,BIOS,Severity 1,Low,In Progress,Code Integration,Ubuntu,05-09-2023,19-10-2023,1,44,727,0
SCGCQ01237,D,System Test,Driver,Severity 3,Low,Closed,Driver,Windows,27-10-2023,22-12-2023,1,56,675,0
SCGCQ02324,E,Final Release,Driver,Severity 4,Low,In Progress,FW Integration,Windows,12-06-2023,02-08-2023,1,51,812,0
SCGCQ01216,E,Final Release,FW,Severity 3,Low,Deferred,Code Integration,Pre-Boot,03-07-2023,14-07-2023,1,11,791,0
SCGCQ01342,E,Integration 1,Server Specific,Severity 4,Low,Deferred,OS-specific,Pre-Boot,19-02-2023,05-04-2023,1,45,925,0
SCGCQ00046,E,System Test,Application,Severity 2,High,Re-open,Driver,RHEL,10-02-2023,23-03-2023,1,41,934,0
SCGCQ01912,C,Integration 2,FW,Severity 4,Low,In Progress,FW Integration,Pre-Boot,02-04-2023,14-04-2023,1,12,883,0
SCGCQ03869,C,Final Release,Application,Severity 4,Low,Deferred,Product Request,RHEL,13-08-2023,10-09-2023,1,28,750,0
SCGCQ00298,C,System Test,FW,Severity 1,High,In Progress,Code Integration,RHEL,31-05-2023,24-06-2023,1,24,824,0
SCGCQ01151,E,Integration 2,Application,Severity 1,Low,Closed,Product Request,Linux,15-12-2023,17-12-2023,1,2,626,0
SCGCQ01768,B,Final Release,Server Specific,Severity 2,Low,Closed,OS-specific,Windows,22-12-2023,23-01-2024,1,32,619,0
SCGCQ01557,A,BST,Driver,Severity 3,Low,Open,Code Integration,Pre-Boot,02-09-2023,,0,,730,0
SCGCQ04352,D,System Test,Server Specific,Severity 4,High,Closed,Product Request,Pre-Boot,30-03-2023,16-05-2023,1,47,886,0
SCGCQ03128,A,Integration 1,Driver,Severity 1,Low,In Progress,Code Integration,Pre-Boot,04-01-2023,,0,,971,0
SCGCQ04528,B,Integration 1,Driver,Severity 1,Low,In Progress,FW Integration,SLES,04-06-2023,22-06-2023,1,18,820,0
SCGCQ01878,A,Final Release,BIOS,Severity 2,Medium,Open,FW Integration,SLES,02-02-2023,12-02-2023,1,10,942,0
SCGCQ00712,C,BST,Application,Severity 1,High,Re-open,Product Request,Windows,03-11-2023,23-12-2023,1,50,668,0
SCGCQ04083,E,System Test,FW,Severity 2,Low,In Progress,FW Integration,Ubuntu,21-09-2023,29-10-2023,1,38,711,0
SCGCQ00794,A,Final Release,Driver,Severity 1,Low,Deferred,Code Integration,RHEL,21-09-2023,,0,,711,0
SCGCQ01948,E,BST,Server Specific,Severity 2,High,Deferred,Code Integration,Linux,18-08-2023,07-10-2023,1,50,745,0
SCGCQ03638,B,Integration 2,Driver,Severity 4,High,Open,FW Integration,Linux,01-01-2023,08-02-2023,1,38,974,0
SCGCQ04042,A,Integration 2,Application,Severity 1,High,In Progress,FW Integration,Linux,15-02-2023,03-04-2023,1,47,929,0
SCGCQ03645,E,System Test,FW,Severity 4,Medium,In Progress,FW Integration,Pre-Boot,31-03-2023,26-05-2023,1,56,885,0
SCGCQ00786,A,Integration 1,FW,Severity 3,Medium,Re-open,Driver,RHEL,26-02-2023,21-03-2023,1,23,918,0
SCGCQ01838,C,Integration 2,Server Specific,Severity 1,Medium,Re-open,FW Integration,Pre-Boot,28-09-2023,14-10-2023,1,16,704,0
SCGCQ02770,B,Integration 2,Application,Severity 3,Low,Re-open,Change Request,Ubuntu,14-05-2023,01-06-2023,1,18,841,0
SCGCQ01140,D,Integration 2,Application,Severity 3,Low,Deferred,OS-specific,Ubuntu,29-11-2023,,0,,642,0
SCGCQ00021,E,BST,Server Specific,Severity 2,Low,Closed,FW Integration,Linux,27-02-2023,28-02-2023,1,1,917,0
SCGCQ01204,A,Final Release,BIOS,Severity 3,High,In Progress,Change Request,Ubuntu,18-12-2023,30-01-2024,1,43,623,0
SCGCQ03912,D,Integration 1,Driver,Severity 3,High,Deferred,Driver,Ubuntu,28-02-2023,,0,,916,0
SCGCQ02349,B,Integration 1,BIOS,Severity 4,High,Re-open,Code Integration,RHEL,25-05-2023,11-06-2023,1,17,830,0
SCGCQ00250,D,System Test,FW,Severity 4,Low,In Progress,OS-specific,Linux,18-09-2023,,0,,714,0
SCGCQ04809,B,Integration 1,BIOS,Severity 4,Low,Re-open,OS-specific,Linux,02-12-2023,,0,,639,0
SCGCQ01121,D,Integration 2,Server Specific,Severity 2,Low,Deferred,Code Integration,Windows,20-10-2023,,0,,682,0
SCGCQ00246,E,BST,Server Specific,Severity 3,High,Open,FW Integration,Pre-Boot,02-12-2023,14-12-2023,1,12,639,0
SCGCQ00915,B,BST,Server Specific,Severity 3,Medium,Deferred,Code Integration,Ubuntu,24-11-2023,,0,,647,0
SCGCQ03626,B,Integration 2,Server Specific,Severity 2,High,Deferred,OS-specific,SLES,14-02-2023,29-03-2023,1,43,930,0
SCGCQ04663,D,Integration 2,BIOS,Severity 3,Low,Re-open,FW Integration,Windows,01-11-2023,21-11-2023,1,20,670,0
SCGCQ02436,B,Integration 2,BIOS,Severity 3,Medium,Open,FW Integration,Linux,16-04-2023,04-06-2023,1,49,869,0
SCGCQ01629,C,Final Release,BIOS,Severity 4,High,Deferred,Driver,Linux,30-01-2023,09-02-2023,1,10,945,0
SCGCQ01620,C,System Test,Server Specific,Severity 4,Low,Deferred,Driver,Ubuntu,11-02-2023,30-03-2023,1,47,933,0
SCGCQ03391,A,BST,BIOS,Severity 1,Low,Open,FW Integration,Windows,29-01-2023,,0,,946,0
SCGCQ03484,E,Final Release,Application,Severity 4,Medium,In Progress,Code Integration,RHEL,29-05-2023,22-06-2023,1,24,826,0
SCGCQ02350,C,Integration 2,Server Specific,Severity 4,Low,Deferred,Code Integration,Pre-Boot,24-07-2023,09-08-2023,1,16,770,0
SCGCQ02971,E,Integration 1,BIOS,Severity 4,Low,In Progress,Code Integration,Windows,30-10-2023,14-12-2023,1,45,672,0
SCGCQ02816,C,Integration 1,BIOS,Severity 4,Medium,In Progress,OS-specific,Ubuntu,24-02-2023,,0,,920,0
SCGCQ03112,E,System Test,Server Specific,Severity 4,Medium,Deferred,Code Integration,Linux,21-10-2023,,0,,681,0
SCGCQ03418,A,Final Release,Driver,Severity 2,Medium,Deferred,Code Integration,Ubuntu,05-05-2023,01-07-2023,1,57,850,0
SCGCQ01633,C,Final Release,BIOS,Severity 3,Low,In Progress,FW Integration,Ubuntu,06-11-2023,05-01-2024,1,60,665,0
SCGCQ03442,D,BST,BIOS,Severity 3,Low,In Progress,FW Integration,Windows,08-11-2023,17-12-2023,1,39,663,0
SCGCQ04853,D,Integration 2,Server Specific,Severity 4,High,Open,Product Request,SLES,06-05-2023,,0,,849,0
SCGCQ01577,B,System Test,FW,Severity 2,High,Open,Code Integration,Ubuntu,11-06-2023,26-07-2023,1,45,813,0
SCGCQ04044,B,Integration 2,FW,Severity 3,Medium,Open,OS-specific,Pre-Boot,07-06-2023,27-07-2023,1,50,817,0
SCGCQ03761,E,Final Release,BIOS,Severity 1,Medium,Deferred,Product Request,Ubuntu,06-10-2023,31-10-2023,1,25,696,0
SCGCQ04376,E,BST,Application,Severity 4,Medium,Open,Product Request,Pre-Boot,27-11-2023,15-12-2023,1,18,644,0
SCGCQ02573,C,Integration 2,Server Specific,Severity 3,Medium,Open,OS-specific,SLES,04-09-2023,29-10-2023,1,55,728,0
SCGCQ02582,D,Final Release,BIOS,Severity 2,High,Deferred,FW Integration,Windows,13-12-2023,26-01-2024,1,44,628,0
SCGCQ00340,A,Integration 1,FW,Severity 2,High,In Progress,Product Request,SLES,04-09-2023,15-10-2023,1,41,728,0
SCGCQ01511,C,System Test,FW,Severity 2,High,In Progress,Product Request,SLES,08-05-2023,26-06-2023,1,49,847,0
SCGCQ01535,D,System Test,FW,Severity 3,Low,In Progress,FW Integration,SLES,02-04-2023,04-05-2023,1,32,883,0
SCGCQ01840,A,BST,Driver,Severity 4,Low,In Progress,OS-specific,Windows,07-11-2023,26-11-2023,1,19,664,0
SCGCQ04765,C,Integration 2,Application,Severity 2,High,Open,Driver,Windows,25-01-2023,12-03-2023,1,46,950,0
SCGCQ04483,C,System Test,Server Specific,Severity 3,Low,Open,Change Request,Windows,01-10-2023,11-11-2023,1,41,701,0
SCGCQ02620,C,Final Release,Server Specific,Severity 1,High,Open,OS-specific,Ubuntu,16-09-2023,,0,,716,0
SCGCQ03288,A,BST,Application,Severity 4,Low,Open,Code Integration,Ubuntu,12-07-2023,28-07-2023,1,16,782,0
SCGCQ03832,E,Final Release,Server Specific,Severity 4,Medium,Open,OS-specific,Windows,16-02-2023,10-04-2023,1,53,928,0
SCGCQ02422,C,Integration 1,Driver,Severity 2,Low,Re-open,OS-specific,Linux,08-05-2023,19-05-2023,1,11,847,0
SCGCQ00698,A,System Test,Server Specific,Severity 2,Medium,Open,OS-specific,Linux,29-07-2023,24-08-2023,1,26,765,0
SCGCQ01226,C,Final Release,Application,Severity 4,Medium,Closed,Driver,Linux,05-11-2023,20-12-2023,1,45,666,0
SCGCQ01490,E,System Test,BIOS,Severity 3,High,Deferred,Change Request,SLES,07-04-2023,30-04-2023,1,23,878,0
SCGCQ04811,E,BST,FW,Severity 3,Low,In Progress,Change Request,Ubuntu,21-10-2023,03-11-2023,1,13,681,0
SCGCQ04029,D,Integration 1,Server Specific,Severity 3,Medium,Open,OS-specific,RHEL,15-01-2023,01-02-2023,1,17,960,0
SCGCQ01409,B,Final Release,BIOS,Severity 3,Medium,In Progress,FW Integration,RHEL,14-03-2023,,0,,902,0
SCGCQ04032,A,System Test,Application,Severity 2,Medium,Deferred,Change Request,Linux,20-11-2023,,0,,651,0
SCGCQ01100,E,Integration 1,FW,Severity 2,Low,Closed,FW Integration,Ubuntu,26-12-2023,13-02-2024,1,49,615,0
SCGCQ02851,B,BST,FW,Severity 4,High,In Progress,FW Integration,Linux,28-11-2023,23-01-2024,1,56,643,0
SCGCQ04683,A,Integration 1,Driver,Severity 4,Low,Open,Change Request,SLES,09-06-2023,01-07-2023,1,22,815,0
SCGCQ02083,A,BST,Application,Severity 2,Low,Deferred,Product Request,Linux,28-05-2023,22-07-2023,1,55,827,0
SCGCQ00370,B,Final Release,Server Specific,Severity 3,Medium,Re-open,Product Request,Pre-Boot,10-01-2023,,0,,965,0
SCGCQ01351,C,Final Release,Driver,Severity 3,High,Deferred,Product Request,Pre-Boot,21-04-2023,04-05-2023,1,13,864,0
SCGCQ04298,B,BST,Server Specific,Severity 4,High,Re-open,Driver,Windows,19-07-2023,11-09-2023,1,54,775,0
SCGCQ02760,C,Integration 2,Server Specific,Severity 4,Low,Open,Product Request,Linux,03-06-2023,,0,,821,0
SCGCQ01084,A,System Test,FW,Severity 4,Medium,Deferred,Change Request,Linux,07-06-2023,,0,,817,0
SCGCQ01649,E,Final Release,BIOS,Severity 3,High,Open,Driver,Pre-Boot,14-02-2023,16-03-2023,1,30,930,0
SCGCQ03121,E,Integration 2,Server Specific,Severity 1,High,Re-open,Code Integration,Ubuntu,22-12-2023,06-02-2024,1,46,619,0
SCGCQ04145,C,Integration 1,Driver,Severity 3,High,In Progress,Product Request,Ubuntu,29-05-2023,05-07-2023,1,37,826,0
SCGCQ00074,A,Final Release,Application,Severity 2,Medium,Closed,Product Request,Ubuntu,19-01-2023,22-02-2023,1,34,956,0
SCGCQ00274,D,BST,BIOS,Severity 2,Medium,Deferred,Driver,Linux,15-03-2023,12-05-2023,1,58,901,0
SCGCQ00022,E,Final Release,FW,Severity 4,Low,Deferred,Driver,RHEL,27-10-2023,25-11-2023,1,29,675,0
SCGCQ01596,E,System Test,FW,Severity 1,Low,Open,OS-specific,Pre-Boot,24-08-2023,18-09-2023,1,25,739,0
SCGCQ01599,D,Final Release,Application,Severity 3,High,In Progress,FW Integration,Pre-Boot,14-04-2023,20-04-2023,1,6,871,0
SCGCQ02128,D,Integration 2,BIOS,Severity 4,Low,Open,OS-specific,SLES,23-03-2023,16-05-2023,1,54,893,0
SCGCQ03852,A,Integration 1,FW,Severity 1,Low,Re-open,Change Request,Ubuntu,29-08-2023,,0,,734,0
SCGCQ02564,D,System Test,BIOS,Severity 2,Low,In Progress,Change Request,Windows,08-02-2023,,0,,936,0
SCGCQ00090,B,Integration 1,Application,Severity 2,Medium,Re-open,Code Integration,Linux,01-12-2023,,0,,640,0
SCGCQ03031,C,System Test,Application,Severity 1,Low,Closed,FW Integration,Linux,13-01-2023,22-01-2023,1,9,962,0
SCGCQ04756,C,System Test,FW,Severity 3,Low,Closed,Product Request,Linux,19-10-2023,30-10-2023,1,11,683,0
SCGCQ03385,B,Final Release,Driver,Severity 2,Low,Deferred,Product Request,RHEL,31-05-2023,08-07-2023,1,38,824,0
SCGCQ02287,C,Integration 2,Server Specific,Severity 2,Low,Closed,Code Integration,Windows,02-11-2023,18-11-2023,1,16,669,0
SCGCQ03773,B,Integration 1,Application,Severity 1,Medium,Closed,Change Request,Linux,08-09-2023,02-10-2023,1,24,724,0
SCGCQ01817,C,Integration 2,Server Specific,Severity 3,High,Re-open,Change Request,Ubuntu,15-01-2023,13-03-2023,1,57,960,0
SCGCQ03202,A,BST,Driver,Severity 4,Medium,Re-open,Driver,SLES,09-07-2023,,0,,785,0
SCGCQ00998,B,BST,BIOS,Severity 2,High,Deferred,Change Request,SLES,18-05-2023,,0,,837,0
SCGCQ01525,B,Final Release,BIOS,Severity 1,Low,Re-open,Code Integration,Windows,03-10-2023,,0,,699,0
SCGCQ00001,B,Integration 1,BIOS,Severity 3,High,In Progress,OS-specific,Pre-Boot,19-09-2023,23-09-2023,1,4,713,0
SCGCQ01972,D,Integration 2,Application,Severity 4,High,Re-open,FW Integration,SLES,15-04-2023,03-05-2023,1,18,870,0
SCGCQ04440,E,System Test,Application,Severity 2,High,In Progress,Code Integration,Ubuntu,14-01-2023,08-03-2023,1,53,961,0
SCGCQ01833,C,BST,Server Specific,Severity 3,Low,Re-open,Product Request,Linux,21-11-2023,13-01-2024,1,53,650,0
SCGCQ00633,D,Integration 1,Server Specific,Severity 3,Medium,Re-open,OS-specific,Linux,07-12-2023,31-01-2024,1,55,634,0
SCGCQ00014,B,Integration 1,Driver,Severity 3,Low,Deferred,Product Request,RHEL,17-10-2023,20-10-2023,1,3,685,0
SCGCQ01265,C,Integration 2,FW,Severity 1,Medium,Open,Product Request,SLES,24-04-2023,19-06-2023,1,56,861,0
SCGCQ04776,D,System Test,Server Specific,Severity 2,Medium,Closed,Product Request,Windows,23-10-2023,10-11-2023,1,18,679,0
SCGCQ04290,E,Final Release,FW,Severity 2,Low,Open,Code Integration,RHEL,28-04-2023,24-05-2023,1,26,857,0
SCGCQ01528,B,System Test,BIOS,Severity 3,Medium,In Progress,FW Integration,SLES,15-01-2023,,0,,960,0
SCGCQ01665,B,Integration 1,BIOS,Severity 1,Low,Deferred,Change Request,RHEL,09-06-2023,,0,,815,0
SCGCQ03428,B,Integration 1,BIOS,Severity 2,High,Re-open,Product Request,RHEL,16-09-2023,,0,,716,0
SCGCQ01935,D,Integration 1,Application,Severity 1,Medium,Re-open,Change Request,Pre-Boot,07-06-2023,17-06-2023,1,10,817,0
SCGCQ04477,E,Integration 1,Server Specific,Severity 2,High,Open,Change Request,Windows,17-03-2023,03-05-2023,1,47,899,0
SCGCQ04614,C,Final Release,Application,Severity 1,Low,Deferred,Code Integration,SLES,07-12-2023,,0,,634,0
SCGCQ00120,B,Integration 1,Driver,Severity 3,Medium,Open,Code Integration,Pre-Boot,15-07-2023,04-08-2023,1,20,779,0
SCGCQ03479,C,System Test,BIOS,Severity 1,Medium,Deferred,OS-specific,Ubuntu,31-08-2023,22-10-2023,1,52,732,0
SCGCQ00722,C,System Test,Application,Severity 1,Low,Closed,FW Integration,Linux,31-12-2023,22-01-2024,1,22,610,0
SCGCQ00810,B,Integration 2,Application,Severity 4,High,Open,Change Request,Windows,22-08-2023,07-10-2023,1,46,741,0
SCGCQ01417,B,Final Release,FW,Severity 4,Low,Re-open,Code Integration,SLES,21-12-2023,28-01-2024,1,38,620,0
SCGCQ01694,E,System Test,Application,Severity 1,Medium,In Progress,Code Integration,RHEL,29-10-2023,,0,,673,0
SCGCQ01748,C,Integration 2,Driver,Severity 3,Low,Re-open,Change Request,Linux,09-10-2023,14-10-2023,1,5,693,0
SCGCQ00953,C,System Test,Driver,Severity 4,Low,Deferred,Change Request,SLES,30-11-2023,08-12-2023,1,8,641,0
SCGCQ02737,A,System Test,FW,Severity 2,Medium,Open,OS-specific,Pre-Boot,14-08-2023,29-08-2023,1,15,749,0
SCGCQ04495,C,System Test,Application,Severity 1,Low,Closed,OS-specific,SLES,18-12-2023,03-02-2024,1,47,623,0
SCGCQ03424,C,BST,Driver,Severity 4,High,Open,Product Request,SLES,08-06-2023,01-08-2023,1,54,816,0
SCGCQ01402,B,Integration 2,Driver,Severity 2,Low,Open,Product Request,Linux,18-06-2023,01-08-2023,1,44,806,0
SCGCQ02026,A,Integration 2,BIOS,Severity 2,Low,Deferred,OS-specific,Ubuntu,12-06-2023,19-06-2023,1,7,812,0
